gene_id,Product Description ,,FC DOZI/WT,Confidence,PF ID,PF Product Description,Manual Annotation,CITH,DOZI,DOZI/CITH in mosquito and liver stages,,Molecular Function,Biological Process,Cellular Component,Molecular Function,Biological Process,Cellular Component
PBANKA_131550,"sortilin, putative",,,,PF3D7_1451800,"sortilin, putative",large tethering,0,0,0,na,null,null,integral to membrane,,,
PBANKA_131740,"co-chaperone p23, putative",,,,PF3D7_1453700,co-chaperone p23 (P23),chaperone,0,0,0,na,null,null,null,,,
PBANKA_131890,"conserved Plasmodium protein, unknown function",,,,PF3D7_1455200.1/2,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,methyltransferase activity,metabolic process,null,,,
PBANKA_132010,"conserved Plasmodium protein, unknown function (UIS25)",,,,PF3D7_1456400,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_132020,"conserved Plasmodium protein, unknown function",,,,PF3D7_1456500,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_132070,"signal peptide peptidase, putative (SPP)",,,,PF3D7_1457000,signal peptide peptidase (SPP),post-translational modification,0,0,0,na,aspartic-type endopeptidase activity,null,"endoplasmic reticulum, integral to membrane",,,
PBANKA_132150,"conserved Plasmodium protein, unknown function",,,,PF3D7_1457800,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_132400,"ribosomal protein L29, putative",,,,PF3D7_1460300,"ribosomal protein L29, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_132510,"conserved Plasmodium protein, unknown function",,,,PF3D7_1461400,"conserved Plasmodium protein, unknown function",kinase,0,0,0,na,null,null,null,,,
PBANKA_132520,"conserved Plasmodium protein, unknown function",,,,PF3D7_1461500,"conserved Plasmodium protein, unknown function",meiosis,0,0,0,na,null,null,null,,,
PBANKA_132610,"conserved Plasmodium protein, unknown function",,,,PF3D7_1462500,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_132640,"glyceraldehyde-3-phosphate dehydrogenase, putative",,,,PF3D7_1462800,glyceraldehyde-3-phosphate dehydrogenase (GAPDH),glycolysis,0,0,0,na,"NAD binding, glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity",glucose metabolic process,null,,,
PBANKA_132730,"conserved Plasmodium protein, unknown function",,,,,,unknown function,0,0,0,na,null,null,null,,,
PBANKA_132830,"ATP-dependent protease la, putative",,,,PF3D7_1464900,"ATP-dependent protease la, putative",protease,0,0,0,na,"ATP binding, metalloendopeptidase activity, nucleoside-triphosphatase activity, zinc ion binding","protein catabolic process, proteolysis","integral to membrane, membrane",,,
PBANKA_132840,"conserved Plasmodium protein, unknown function",,,,PF3D7_1465000,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_132900,"conserved Plasmodium protein, unknown function",,,,PF3D7_1465600,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_132930,"40S ribosomal protein S3, putative",,,,PF3D7_1465900,"40S ribosomal protein S3, putative",ribosome,0,0,0,na,"RNA binding, structural constituent of ribosome",translation,"intracellular, ribosome, small ribosomal subunit",,,
PBANKA_132980,transcription factor with AP2 domain(s) (AP2-SP),,,,PF3D7_1466400,transcription factor with AP2 domain(s) (ApiAP2),transcription,0,0,0,different in oocyst and sporozoite,sequence-specific DNA binding transcription factor activity,"regulation of transcription, DNA-dependent",null,,,
PBANKA_133140,"conserved Plasmodium protein, unknown function",,,,PF3D7_1468100,"conserved Plasmodium protein, unknown function",galactose metabolism,0,0,0,KO not successful,ATP binding,null,null,,,
PBANKA_133210,"conserved Plasmodium protein, unknown function",,,,PF3D7_1468900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_133300,"conserved Plasmodium protein, unknown function",,,,PF3D7_1469800,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_133320,"conserved Plasmodium protein, unknown function",,,,PF3D7_1470000,ATG12,autophagy,0,0,0,na,null,autophagic vacuole assembly,cytoplasm,,,
PBANKA_133480,"conserved Plasmodium protein, unknown function",,-2.16,0.72,PF3D7_1471600,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_133490,"conserved Plasmodium protein, unknown function",,-4.61,0.75,,,unknown function,0,0,0,na,null,null,null,,,
PBANKA_133520,"pre-mRNA-splicing factor, putative",,,,PF3D7_1472000,"pre-mRNA-splicing factor ISY1 homolog, putative",mRNA,0,0,0,na,null,null,null,,,
PBANKA_133570,"conserved Plasmodium protein, unknown function",,,,PF3D7_1472500,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_133660,"conserved Plasmodium protein, unknown function",,,,PF3D7_1473400,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_133690,"conserved Plasmodium protein, unknown function",,,,,,unknown function,0,0,0,na,null,null,null,,,
PBANKA_133710,"splicing factor, putative",,,,PF3D7_1321700,"splicing factor, putative",mRNA,0,0,0,na,RNA binding,mRNA processing,nucleus,,,
PBANKA_133840,"vacuolar ATP synthase subunit g, putative",,,,PF3D7_1323200,"vacuolar ATP synthase subunit g, putative",vacuolar ATP synthase,0,0,0,KO not successful,"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances",proton transport,vacuolar proton-transporting V-type ATPase complex,,,
PBANKA_133940,"microfibril-associated protein homologue, putative",,,,PF3D7_1324200,"micro-fibrillar-associated protein, putative",gliding motility,0,0,0,na,null,null,extracellular region,,,
PBANKA_134010,L-lactate dehydrogenase (LDH),,,,PF3D7_1324900,L-lactate dehydrogenase (LDH),glycolysis,0,0,0,na,"binding, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",glycolysis,null,,,
PBANKA_134020,"U6 snRNA-associated Sm-like protein LSm6, putative (LSM6)",,-2.49,0.75,PF3D7_1325000,"U6 snRNA-associated Sm-like protein LSm6, putative (LSM6)",mRNA,0,0,0,na,null,null,null,,,
PBANKA_134040,"oxidoreductase, putative",,,,PF3D7_1325200,"oxidoreductase, putative",glycolysis,0,0,0,na,"binding, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",glycolysis,null,,,
PBANKA_134150,"RNA binding protein, putative",,,,PF3D7_1326300,"RNA binding protein, putative",mRNA,0,0,0,na,nucleic acid binding,null,null,,,
PBANKA_134320,"conserved Plasmodium protein, unknown function",,,,PF3D7_1328000,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_134560,"elongation factor Tu, putative",,,,PF3D7_1330600,"elongation factor Tu, putative",translation,0,0,0,na,"GTP binding, GTPase activity, translation elongation factor activity",translational elongation,intracellular,,,
PBANKA_134610,"conserved Plasmodium protein, unknown function",,,,PF3D7_1331200,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_134840,"histone h3-like centromeric protein cse4, putative (CENPA)",,,,PF3D7_1333700,"histone H3 variant, putative (CenH3)",chromatin,0,0,0,na,DNA binding,nucleosome assembly,"nucleosome, nucleus",,,
PBANKA_135000,"conserved Plasmodium protein, unknown function",,,,PF3D7_1336100,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_135030,"glucose-induced degradation protein 8, putative (GID8)",,,,PF3D7_1336400,"glucose-induced degradation protein 8, putative (GID8)",protein-protein interaction,0,0,0,na,null,null,null,,,
PBANKA_135050,"conserved Plasmodium protein, unknown function",,,,PF3D7_1336700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,calcium ion binding,null,null,,,
PBANKA_135130,"conserved Plasmodium protein, unknown function",,,,,,unknown function,0,0,0,na,null,null,null,,,
PBANKA_135210,"conserved Plasmodium protein, unknown function",,,,PF3D7_1338400,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_135430,"sodium-dependent phosphate transporter, putative (PiT)",,,,PF3D7_1340900,sodium-dependent phosphate transporter (PiT),"acidocalcisome, transporter",0,0,0,na,inorganic phosphate transmembrane transporter activity,phosphate ion transport,membrane,,,
PBANKA_135440,"60S ribosomal protein L18, putative",,,,PF3D7_1341200,"60S ribosomal protein L18, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_135450,"60S ribosomal protein L18-2, putative",,,,PF3D7_1341300,"60S ribosomal protein L18-2, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_135500,"vacuolar ATP synthase subunit d, putative",,,,PF3D7_1341900,"vacuolar ATP synthase subunit d, putative",vacuolar ATP synthase,0,0,0,na,"proton-transporting ATPase activity, rotational mechanism",ATP synthesis coupled proton transport,"proton-transporting two-sector ATPase complex, catalytic domain",,,
PBANKA_135510,"40S ribosomal protein S6, putative",,,,PF3D7_1342000,"40S ribosomal protein S6, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_135550,"casein kinase II beta chain, putative",,,,PF3D7_1342400,casein kinase II beta chain (CK2beta2),kinase,0,0,0,na,protein kinase regulator activity,null,protein kinase CK2 complex,,,
PBANKA_135580,"transcription activator, putative",,,,PF3D7_1342700,"transcription activator, putative",transcription,0,0,0,na,"DNA binding, DNA-directed RNA polymerase activity","transcription, DNA-dependent",null,,,
PBANKA_135630,"conserved Plasmodium protein, unknown function",,,,PF3D7_1343300,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_135670,"kelch protein k13, putative",,,,PF3D7_1343700,"kelch protein, putative",galactose metabolism,0,0,0,na,"protein binding, voltage-gated potassium channel activity",potassium ion transport,"membrane, voltage-gated potassium channel complex",,,
PBANKA_135780,"conserved Plasmodium protein, unknown function",,,,PF3D7_1344900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_135830,"conserved Plasmodium protein, unknown function",,,,PF3D7_1345400,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_135980,"conserved Plasmodium protein, unknown function",,,,PF3D7_1346900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_136030,"DNA/RNA-binding protein Alba 4, putative (ALBA4)",,,,PF3D7_1347500,DNA/RNA-binding protein Alba 4 (ALBA4),mRNA,0,0,0,na,"DNA binding, RNA binding",null,"cytoplasm, nucleus",,,
PBANKA_136120,"conserved Plasmodium protein, unknown function",,,,PF3D7_1348400,"conserved Plasmodium membrane protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_136150,"conserved Plasmodium protein, unknown function",,,,PF3D7_1348700,"conserved Plasmodium protein, unknown function",phototransduction,0,0,0,na,null,null,null,,,
PBANKA_136200,"glutamate - tRNA ligase, putative",,,,PF3D7_1349200,"glutamate--tRNA ligase, putative",translation,0,0,0,na,"ATP binding, glutamate-tRNA ligase activity","glutamyl-tRNA aminoacylation, translation",cytoplasm,,,
PBANKA_136420,"60S ribosomal protein L17, putative",,,,PF3D7_1351400,"60S ribosomal protein L17, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, large ribosomal subunit, ribosome",,,
PBANKA_140010,BIR protein,,,,,,BIR protein,0,0,0,na,null,null,null,,,
PBANKA_140060,"cytoadherence linked asexual protein, putative",,,,,,,0,0,0,KO not successful,null,null,null,,,
PBANKA_140070,"Plasmodium exported protein, unknown function",,,,,,unknown function,0,0,0,na,null,null,null,,,
PBANKA_140150,"conserved Plasmodium protein, unknown function",,,,PF3D7_1303000,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_140260,"DNA ligase I, putative",,,,PF3D7_1304100,DNA ligase I (LigI),DNA repair,0,0,0,KO not successful,"ATP binding, DNA binding, DNA ligase (ATP) activity","DNA recombination, DNA repair, DNA replication",null,,,
PBANKA_140490,"26s protease regulatory subunit 10b, putative (RPT4)",,,,PF3D7_1306400,"26S proteasome regulatory subunit, putative",proteasome,0,0,0,na,"ATP binding, nucleoside-triphosphatase activity",protein catabolic process,"cytoplasm, nucleus",,,
PBANKA_140610,"DNA-directed RNA polymerase alpha chain, putative",,,,PF3D7_1307600,"DNA-directed RNA polymerase alpha chain, putative",transcription,0,0,0,na,"DNA binding, DNA-directed RNA polymerase activity, protein dimerization activity","transcription, DNA-dependent",null,,,
PBANKA_140700,"conserved Plasmodium protein, unknown function",,,,PF3D7_1308500,"conserved Plasmodium protein, unknown function",glycolysis,0,0,0,na,null,null,null,,,
PBANKA_140740,"mRNA-decapping enzyme 2, putative (DCP2)",,,,PF3D7_1308900,"mRNA-decapping enzyme 2, putative (DCP2)",mRNA,0,0,0,na,hydrolase activity,null,null,,,
PBANKA_140760,"60S ribosomal protein L24, putative",,,,PF3D7_1309100,"60S ribosomal protein L24, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_140780,"U4/U6 small nuclear ribonucleoprotein PRP3, putative (PRPF3)",,,,PF3D7_1309300,"U4/U6 small nuclear ribonucleoprotein PRP3, putative (PRPF3)",mRNA,0,0,0,na,null,null,null,,,
PBANKA_140920,"rna-binding protein, putative",,,,PF3D7_1310700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,nucleic acid binding,null,null,,,
PBANKA_140960,"conserved Plasmodium protein, unknown function",,,,PF3D7_1311100,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_141000,"26s protease regulatory subunit 7, putative (RPT1)",,,,PF3D7_1311500,"26S proteasome regulatory subunit 7, putative",proteasome,0,0,0,na,"ATP binding, nucleoside-triphosphatase activity",protein catabolic process,"cytoplasm, nucleus",,,
PBANKA_141120,"conserved Plasmodium protein, unknown function",,,,PF3D7_1312800,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_141140,"ubiquitin-like protein nedd8 homologue, putative",,,,PF3D7_1313000,"ubiquitin-like protein nedd8 homologue, putative (Nedd8)",proteasome,0,0,0,na,null,null,null,,,
PBANKA_141170,"peptidyl-prolyl cis-trans isomerase, putative",,,,PF3D7_1313300,"peptidyl-prolyl cis-trans isomerase, putative",chaperone,0,0,0,na,null,protein folding,null,,,
PBANKA_141320,"conserved Plasmodium protein, unknown function",,,,PF3D7_1314700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_141400,"conserved Plasmodium protein, unknown function",,,,PF3D7_1315500,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_141470,"ADP-ribosylation factor, putative",,,,PF3D7_1316200,"ADP-ribosylation factor, putative",trafficking,0,0,0,KO not successful,GTP binding,small GTPase mediated signal transduction,intracellular,,,
PBANKA_141560,"minchromosome maintenance (MCM) complex subunit, putative (MCM4)",,,,PF3D7_1317100,minchromosome maintenance (MCM) complex subunit (MCM4),DNA replication,0,0,0,na,"ATP binding, DNA binding","DNA replication, DNA-dependent DNA replication initiation",nucleus,,,
PBANKA_141630,"40S ribosomal protein S15/S19, putative",,,,PF3D7_1317800,"40S ribosomal protein S15/S19, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome, small ribosomal subunit",,,
PBANKA_141690,"chromosome segregation protein, putative",,,,PF3D7_1318400,"chromosome segregation protein, putative",chromatin,0,0,0,na,"ATP binding, protein binding",chromosome organization,chromosome,,,
PBANKA_141730,"translocation protein sec63, putative",,,,PF3D7_1318800,secretory complex protein 63 (SEC63),trafficking,0,0,0,na,"heat shock protein binding, unfolded protein binding",protein folding,null,,,
PBANKA_141840,"ATP-dependent Clp protease adaptor protein, putative",,,,PF3D7_1320100,"ATP-dependent Clp protease adaptor protein ClpS, putative",chaperone,0,0,0,na,null,protein catabolic process,null,,,
